  -1.4000001e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00  -1.0240140e+00
  -1.4000001e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00  -1.0240140e+00
  -1.4000001e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00  -1.0240140e+00
  -1.4000001e+00   2.5999996e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00  -9.3849061e-01
  -1.3800001e+00   4.0000001e-01  -5.6000001e-01  -5.9999997e-01  -1.5199999e+00  -7.9059023e-01
  -1.3399998e+00   7.2000000e-01  -1.0600000e+00  -1.7999990e-01  -1.1199998e+00  -6.2644616e-01
  -1.2999999e+00   1.0599999e+00  -1.5400000e+00   1.2000006e-01  -6.6000003e-01  -4.7974077e-02
  -1.2199998e+00   1.5000000e+00  -1.9800001e+00   3.4000009e-01  -8.0000105e-02   7.1836169e-02
  -1.1199999e+00   1.7199999e+00  -2.0199998e+00   3.8000005e-01   2.6000005e-01   9.2331563e-02
  -1.0800000e+00   1.8000001e+00  -2.0199998e+00   4.0000003e-01   3.8000017e-01   1.0148573e-01
  -9.8000001e-01   1.9999999e+00  -1.9799998e+00   3.7999981e-01   6.1999994e-01   1.7336795e-01
  -8.3999996e-01   2.0600000e+00  -1.8799999e+00   3.9999979e-01   8.3999997e-01   4.5467426e-01
  -7.5999998e-01   2.0200000e+00  -1.7999999e+00   4.8000019e-01   8.8000005e-01   5.3724192e-01
  -7.2000002e-01   1.7400000e+00  -1.5600001e+00   5.6000011e-01   6.6000002e-01   2.7869748e-01
  -6.3999991e-01   1.3800000e+00  -1.2799999e+00   4.7999995e-01   3.8000005e-01   1.9139005e-01
  -5.7999997e-01   1.2800001e+00  -1.0600001e+00   4.5999997e-01   3.2000011e-01   1.9984527e-01
  -5.0000005e-01   1.2000000e+00  -1.0199999e+00   4.5999997e-01   3.4000009e-01   2.2030302e-01
  -4.5999997e-01   1.1600001e+00  -9.7999997e-01   4.5999997e-01   3.6000007e-01   2.3120824e-01
  -4.3999999e-01   1.1600001e+00  -9.7999997e-01   4.3999999e-01   3.6000007e-01   2.4098044e-01
  -3.9999990e-01   1.0200001e+00  -8.8000006e-01   4.3999999e-01   3.2000011e-01   2.2984147e-01
  -3.5999994e-01   9.5999989e-01  -7.9999990e-01   4.2000001e-01   2.9999989e-01   2.3542886e-01
  -3.3999996e-01   8.9999995e-01  -7.3999996e-01   3.8000005e-01   2.9999989e-01   2.2995264e-01
  -3.0000000e-01   8.1999990e-01  -6.6000003e-01   3.6000007e-01   2.5999993e-01   2.2913811e-01
  -2.6000004e-01   7.5999996e-01  -6.0000009e-01   3.4000009e-01   2.1999997e-01   2.3345202e-01
  -2.3999994e-01   6.8000004e-01  -5.1999993e-01   3.0000012e-01   1.9999999e-01   2.1713598e-01
  -2.1999996e-01   6.5999994e-01  -4.7999997e-01   2.6000016e-01   1.9999999e-01   2.2284632e-01
  -2.1999996e-01   4.9999997e-01  -3.8000006e-01   2.1999996e-01   9.9999962e-02   1.5578455e-01
  -1.9999998e-01   5.0000009e-01  -3.8000006e-01   2.1999996e-01   1.4000004e-01   1.6930740e-01
  -1.8000000e-01   4.5999989e-01  -3.4000010e-01   1.9999998e-01   1.1999994e-01   1.6396799e-01
  -1.6000001e-01   4.1999993e-01  -2.7999992e-01   1.8000000e-01   9.9999962e-02   1.5792445e-01
  -1.6000001e-01   3.5999999e-01  -2.5999994e-01   1.8000000e-01   7.9999981e-02   1.2649869e-01
  -1.6000001e-01   3.2000002e-01  -2.3999996e-01   1.4000004e-01   6.0000000e-02   1.0351222e-01
  -1.3999991e-01   3.4000000e-01  -2.3999996e-01   1.4000004e-01   7.9999981e-02   1.2945589e-01
  -1.1999993e-01   2.7999994e-01  -2.0000000e-01   1.2000006e-01   6.0000000e-02   1.0874065e-01
  -1.1999993e-01   2.7999994e-01  -2.0000000e-01   1.2000006e-01   7.9999981e-02   1.0874065e-01
  -9.9999952e-02   2.3999998e-01  -2.0000000e-01   1.4000004e-01   7.9999981e-02   9.9798114e-02
  -7.9999971e-02   2.5999996e-01  -2.0000000e-01   1.4000004e-01   9.9999962e-02   1.2819466e-01
  -7.9999971e-02   2.0000002e-01  -1.8000001e-01   1.2000006e-01   7.9999981e-02   8.8869852e-02
  -7.9999971e-02   2.0000002e-01  -1.6000003e-01   1.0000008e-01   6.0000000e-02   8.8869852e-02
  -5.9999990e-02   2.2000000e-01  -1.6000003e-01   1.2000006e-01   9.9999962e-02   1.1884232e-01
  -5.9999990e-02   1.8000004e-01  -1.4000005e-01   1.0000008e-01   7.9999981e-02   9.1418755e-02
  -4.0000010e-02   1.8000004e-01  -1.4000005e-01   1.0000008e-01   7.9999981e-02   1.0815129e-01
  -4.0000010e-02   1.5999994e-01  -1.2000007e-01   1.0000008e-01   7.9999981e-02   9.4080852e-02
  -4.0000010e-02   1.3999996e-01  -1.2000007e-01   8.0000095e-02   6.0000000e-02   7.9742424e-02
  -2.0000029e-02   1.3999996e-01  -1.2000007e-01   8.0000095e-02   6.0000000e-02   9.6993031e-02
  -2.0000029e-02   1.5999994e-01  -1.2000007e-01   1.0000008e-01   7.9999981e-02   1.1131627e-01
  -2.0000029e-02   1.3999996e-01  -1.2000007e-01   8.0000095e-02   7.9999981e-02   9.6993031e-02
  -2.0000029e-02   9.9999995e-02  -1.0000009e-01   8.0000095e-02   7.9999981e-02   6.6626928e-02
  -2.0000029e-02   9.9999995e-02  -1.0000009e-01   8.0000095e-02   7.9999981e-02   6.6626928e-02
